Time,SensorTimestamp,Value,Sensor
318,366576.0,MAX86915 IR
318,359069.0,MAX86915 RED
319,366584.0,MAX86915 IR
319,359094.0,MAX86915 RED
320,366521.0,MAX86915 IR
320,359039.0,MAX86915 RED
321,366517.0,MAX86915 IR
321,359010.0,MAX86915 RED
322,366477.0,MAX86915 IR
322,359017.0,MAX86915 RED
323,366512.0,MAX86915 IR
323,359002.0,MAX86915 RED
324,366503.0,MAX86915 IR
324,358985.0,MAX86915 RED
325,366509.0,MAX86915 IR
325,358981.0,MAX86915 RED
326,366485.0,MAX86915 IR
326,358929.0,MAX86915 RED
327,366530.0,MAX86915 IR
327,358922.0,MAX86915 RED
328,366552.0,MAX86915 IR
328,358965.0,MAX86915 RED
329,366568.0,MAX86915 IR
329,358930.0,MAX86915 RED
330,366605.0,MAX86915 IR
330,358937.0,MAX86915 RED
331,366673.0,MAX86915 IR
331,359017.0,MAX86915 RED
332,366771.0,MAX86915 IR
332,359023.0,MAX86915 RED
333,366835.0,MAX86915 IR
333,359098.0,MAX86915 RED
334,366898.0,MAX86915 IR
334,359117.0,MAX86915 RED
335,366970.0,MAX86915 IR
335,359166.0,MAX86915 RED
336,367041.0,MAX86915 IR
336,359231.0,MAX86915 RED
337,367115.0,MAX86915 IR
337,359225.0,MAX86915 RED
338,367148.0,MAX86915 IR
338,359239.0,MAX86915 RED
339,367084.0,MAX86915 IR
339,359181.0,MAX86915 RED
340,366980.0,MAX86915 IR
340,359189.0,MAX86915 RED
341,366678.0,MAX86915 IR
341,358953.0,MAX86915 RED
342,366319.0,MAX86915 IR
342,358800.0,MAX86915 RED
343,365984.0,MAX86915 IR
343,358585.0,MAX86915 RED
344,365679.0,MAX86915 IR
344,358398.0,MAX86915 RED
345,365403.0,MAX86915 IR
345,358239.0,MAX86915 RED
346,365249.0,MAX86915 IR
346,358179.0,MAX86915 RED
347,365072.0,MAX86915 IR
347,358068.0,MAX86915 RED
348,364975.0,MAX86915 IR
348,358044.0,MAX86915 RED
349,364888.0,MAX86915 IR
349,358030.0,MAX86915 RED
350,364868.0,MAX86915 IR
350,357965.0,MAX86915 RED
351,364839.0,MAX86915 IR
351,357967.0,MAX86915 RED
352,364796.0,MAX86915 IR
352,357928.0,MAX86915 RED
353,364840.0,MAX86915 IR
353,357893.0,MAX86915 RED
354,364844.0,MAX86915 IR
354,357914.0,MAX86915 RED
355,364820.0,MAX86915 IR
355,357887.0,MAX86915 RED
356,364872.0,MAX86915 IR
356,357854.0,MAX86915 RED
357,364847.0,MAX86915 IR
357,357855.0,MAX86915 RED
358,364859.0,MAX86915 IR
358,357835.0,MAX86915 RED
359,364848.0,MAX86915 IR
359,357812.0,MAX86915 RED
360,364829.0,MAX86915 IR
360,357812.0,MAX86915 RED
361,364834.0,MAX86915 IR
361,357840.0,MAX86915 RED
362,364872.0,MAX86915 IR
362,357817.0,MAX86915 RED
363,364891.0,MAX86915 IR
363,357816.0,MAX86915 RED
364,364912.0,MAX86915 IR
364,357828.0,MAX86915 RED
365,364902.0,MAX86915 IR
365,357853.0,MAX86915 RED
366,364896.0,MAX86915 IR
366,357846.0,MAX86915 RED
367,364952.0,MAX86915 IR
367,357804.0,MAX86915 RED
368,364914.0,MAX86915 IR
368,357829.0,MAX86915 RED
369,364951.0,MAX86915 IR
369,357772.0,MAX86915 RED
370,364898.0,MAX86915 IR
370,357753.0,MAX86915 RED
371,364868.0,MAX86915 IR
371,357690.0,MAX86915 RED
372,364820.0,MAX86915 IR
372,357647.0,MAX86915 RED
373,364794.0,MAX86915 IR
373,357617.0,MAX86915 RED
374,364729.0,MAX86915 IR
374,357513.0,MAX86915 RED
375,364688.0,MAX86915 IR
375,357512.0,MAX86915 RED
376,364694.0,MAX86915 IR
376,357543.0,MAX86915 RED
377,364715.0,MAX86915 IR
377,357560.0,MAX86915 RED
378,364681.0,MAX86915 IR
378,357554.0,MAX86915 RED
379,364693.0,MAX86915 IR
379,357536.0,MAX86915 RED
380,364673.0,MAX86915 IR
380,357507.0,MAX86915 RED
381,364632.0,MAX86915 IR
381,357493.0,MAX86915 RED
382,364659.0,MAX86915 IR
