Time,SensorTimestamp,Value,Sensor
1938,1.13751521E14,357563.0,MAX86915 RED
1939,1.13751529E14,369986.0,MAX86915 IR
1939,1.13751529E14,357587.0,MAX86915 RED
1940,1.13751538E14,370014.0,MAX86915 IR
1940,1.13751538E14,357635.0,MAX86915 RED
1941,1.13751546E14,370037.0,MAX86915 IR
1941,1.13751546E14,357623.0,MAX86915 RED
1942,1.13751555E14,370028.0,MAX86915 IR
1942,1.13751555E14,357636.0,MAX86915 RED
1943,1.13751571E14,369976.0,MAX86915 IR
1943,1.13751571E14,357592.0,MAX86915 RED
1944,1.1375158E14,369899.0,MAX86915 IR
1944,1.1375158E14,357515.0,MAX86915 RED
1945,1.13751588E14,369806.0,MAX86915 IR
1945,1.13751588E14,357509.0,MAX86915 RED
1946,1.13751596E14,369764.0,MAX86915 IR
1946,1.13751596E14,357478.0,MAX86915 RED
1947,1.13751605E14,369743.0,MAX86915 IR
1947,1.13751605E14,357436.0,MAX86915 RED
1948,1.13751622E14,369780.0,MAX86915 IR
1948,1.13751622E14,357410.0,MAX86915 RED
1949,1.1375163E14,369792.0,MAX86915 IR
1949,1.1375163E14,357509.0,MAX86915 RED
1950,1.13751638E14,369845.0,MAX86915 IR
1950,1.13751638E14,357523.0,MAX86915 RED
1951,1.13751647E14,369920.0,MAX86915 IR
1951,1.13751647E14,357555.0,MAX86915 RED
1952,1.13751655E14,369941.0,MAX86915 IR
1952,1.13751655E14,357572.0,MAX86915 RED
1953,1.13751664E14,369930.0,MAX86915 IR
1953,1.13751664E14,357546.0,MAX86915 RED
1954,1.1375168E14,369887.0,MAX86915 IR
1954,1.1375168E14,357513.0,MAX86915 RED
1955,1.13751689E14,369806.0,MAX86915 IR
1955,1.13751689E14,357441.0,MAX86915 RED
1956,1.13751697E14,369744.0,MAX86915 IR
1956,1.13751697E14,357383.0,MAX86915 RED
1957,1.13751706E14,369629.0,MAX86915 IR
1957,1.13751706E14,357327.0,MAX86915 RED
1958,1.13751714E14,369579.0,MAX86915 IR
1958,1.13751714E14,357226.0,MAX86915 RED
1959,1.13751731E14,369496.0,MAX86915 IR
1959,1.13751731E14,357225.0,MAX86915 RED
1960,1.13751739E14,369476.0,MAX86915 IR
1960,1.13751739E14,357193.0,MAX86915 RED
1961,1.13751747E14,369456.0,MAX86915 IR
1961,1.13751747E14,357174.0,MAX86915 RED
1962,1.13751756E14,369468.0,MAX86915 IR
1962,1.13751756E14,357179.0,MAX86915 RED
1963,1.13751764E14,369508.0,MAX86915 IR
1963,1.13751764E14,357239.0,MAX86915 RED
1964,1.13751781E14,369570.0,MAX86915 IR
1964,1.13751781E14,357245.0,MAX86915 RED
1965,1.13751789E14,369663.0,MAX86915 IR
1965,1.13751789E14,357298.0,MAX86915 RED
1966,1.13751798E14,369646.0,MAX86915 IR
1966,1.13751798E14,357278.0,MAX86915 RED
1967,1.13751806E14,369754.0,MAX86915 IR
1967,1.13751806E14,357331.0,MAX86915 RED
1968,1.13751815E14,369801.0,MAX86915 IR
1968,1.13751815E14,357342.0,MAX86915 RED
1969,1.13751831E14,369895.0,MAX86915 IR
1969,1.13751831E14,357367.0,MAX86915 RED
1970,1.1375184E14,369988.0,MAX86915 IR
1970,1.1375184E14,357424.0,MAX86915 RED
1971,1.13751848E14,370037.0,MAX86915 IR
1971,1.13751848E14,357443.0,MAX86915 RED
1972,1.13751857E14,370131.0,MAX86915 IR
1972,1.13751857E14,357469.0,MAX86915 RED
1973,1.13751865E14,370227.0,MAX86915 IR
1973,1.13751865E14,357505.0,MAX86915 RED
1974,1.13751873E14,370252.0,MAX86915 IR
1974,1.13751873E14,357579.0,MAX86915 RED
1975,1.1375189E14,370304.0,MAX86915 IR
1975,1.1375189E14,357557.0,MAX86915 RED
1976,1.13751898E14,370352.0,MAX86915 IR
1976,1.13751898E14,357527.0,MAX86915 RED
1977,1.13751907E14,370383.0,MAX86915 IR
1977,1.13751907E14,357586.0,MAX86915 RED
1978,1.13751915E14,370422.0,MAX86915 IR
1978,1.13751915E14,357591.0,MAX86915 RED
1979,1.13751924E14,370460.0,MAX86915 IR
1979,1.13751924E14,357606.0,MAX86915 RED
1980,1.1375194E14,370475.0,MAX86915 IR
1980,1.1375194E14,357616.0,MAX86915 RED
1981,1.13751949E14,370524.0,MAX86915 IR
1981,1.13751949E14,357585.0,MAX86915 RED
1982,1.13751957E14,370524.0,MAX86915 IR
1982,1.13751957E14,357637.0,MAX86915 RED
1983,1.13751966E14,370575.0,MAX86915 IR
1983,1.13751966E14,357659.0,MAX86915 RED
1984,1.13751974E14,370598.0,MAX86915 IR
1984,1.13751974E14,357666.0,MAX86915 RED
1985,1.13751991E14,370652.0,MAX86915 IR
1985,1.13751991E14,357660.0,MAX86915 RED
1986,1.13751999E14,370687.0,MAX86915 IR
1986,1.13751999E14,357700.0,MAX86915 RED
1987,1.13752008E14,370699.0,MAX86915 IR
1987,1.13752008E14,357711.0,MAX86915 RED
1988,1.13752016E14,370760.0,MAX86915 IR
1988,1.13752016E14,357698.0,MAX86915 RED
1989,1.13752024E14,370773.0,MAX86915 IR
1989,1.13752024E14,357666.0,MAX86915 RED
1990,1.13752041E14,370739.0,MAX86915 IR
1990,1.13752041E14,357738.0,MAX86915 RED
1991,1.13752049E14,370763.0,MAX86915 IR
1991,1.13752049E14,357731.0,MAX86915 RED
1992,1.13752058E14,370719.0,MAX86915 IR
1992,1.13752058E14,357682.0,MAX86915 RED
1993,1.13752066E14,370717.0,MAX86915 IR
1993,1.13752066E14,357631.0,MAX86915 RED
1994,1.13752075E14,370733.0,MAX86915 IR
1994,1.13752075E14,357693.0,MAX86915 RED
1995,1.13752083E14,370738.0,MAX86915 IR
1995,1.13752083E14,357674.0,MAX86915 RED
1996,1.137521E14,370758.0,MAX86915 IR
1996,1.137521E14,357635.0,MAX86915 RED
1997,1.13752108E14,370755.0,MAX86915 IR
1997,1.13752108E14,357648.0,MAX86915 RED
1998,1.13752117E14,370797.0,MAX86915 IR
1998,1.13752117E14,357666.0,MAX86915 RED
1999,1.13752125E14,370803.0,MAX86915 IR
1999,1.13752125E14,357668.0,MAX86915 RED
2000,1.13752133E14,370799.0,MAX86915 IR
2000,1.13752133E14,357657.0,MAX86915 RED
2001,1.1375215E14,370863.0,MAX86915 IR
2001,1.1375215E14,357672.0,MAX86915 RED
2002,1.13752159E14,370936.0,MAX86915 IR
2002,1.13752159E14,357732.0,MAX86915 RED
2003,1.13752167E14,371004.0,MAX86915 IR
2003,1.13752167E14,357747.0,MAX86915 RED
2004,1.13752175E14,371131.0,MAX86915 IR
2004,1.13752175E14,357827.0,MAX86915 RED
2005,1.13752184E14,371288.0,MAX86915 IR
2005,1.13752184E14,357936.0,MAX86915 RED
2006,1.137522E14,371412.0,MAX86915 IR
2006,1.137522E14,357999.0,MAX86915 RED
2007,1.13752209E14,371527.0,MAX86915 IR
2007,1.13752209E14,358053.0,MAX86915 RED
2008,1.13752217E14,371647.0,MAX86915 IR
2008,1.13752217E14,358098.0,MAX86915 RED
2009,1.13752226E14,371739.0,MAX86915 IR
2009,1.13752226E14,358169.0,MAX86915 RED
2010,1.13752234E14,371802.0,MAX86915 IR
2010,1.13752234E14,358181.0,MAX86915 RED
2011,1.13752242E14,371837.0,MAX86915 IR
2011,1.13752242E14,358193.0,MAX86915 RED
2012,1.13752259E14,371845.0,MAX86915 IR
2012,1.13752259E14,358246.0,MAX86915 RED
2013,1.13752268E14,371843.0,MAX86915 IR
2013,1.13752268E14,358215.0,MAX86915 RED
2014,1.13752276E14,371806.0,MAX86915 IR
2014,1.13752276E14,358180.0,MAX86915 RED
2015,1.13752284E14,371828.0,MAX86915 IR
2015,1.13752284E14,358125.0,MAX86915 RED
2016,1.13752293E14,371817.0,MAX86915 IR
2016,1.13752293E14,358133.0,MAX86915 RED
2017,1.13752309E14,371835.0,MAX86915 IR
2017,1.13752309E14,358109.0,MAX86915 RED
2018,1.13752318E14,371854.0,MAX86915 IR
2018,1.13752318E14,358171.0,MAX86915 RED
2019,1.13752326E14,371925.0,MAX86915 IR
2019,1.13752326E14,358152.0,MAX86915 RED
2020,1.13752335E14,372023.0,MAX86915 IR
2020,1.13752335E14,358253.0,MAX86915 RED
2021,1.13752343E14,372093.0,MAX86915 IR
2021,1.13752343E14,358302.0,MAX86915 RED
2022,1.1375236E14,372188.0,MAX86915 IR
2022,1.1375236E14,358272.0,MAX86915 RED
2023,1.13752368E14,372247.0,MAX86915 IR
2023,1.13752368E14,358340.0,MAX86915 RED
2024,1.13752377E14,372323.0,MAX86915 IR
2024,1.13752377E14,358369.0,MAX86915 RED
2025,1.13752385E14,372387.0,MAX86915 IR
2025,1.13752385E14,358377.0,MAX86915 RED
2026,1.13752393E14,372435.0,MAX86915 IR
2026,1.13752393E14,358427.0,MAX86915 RED
2027,1.13752402E14,372442.0,MAX86915 IR
2027,1.13752402E14,358441.0,MAX86915 RED
2028,1.13752419E14,372438.0,MAX86915 IR
2028,1.13752419E14,358433.0,MAX86915 RED
2029,1.13752427E14,372412.0,MAX86915 IR
2029,1.13752427E14,358359.0,MAX86915 RED
2030,1.13752435E14,372400.0,MAX86915 IR
2030,1.13752435E14,358335.0,MAX86915 RED
2031,1.13752444E14,372398.0,MAX86915 IR
2031,1.13752444E14,358350.0,MAX86915 RED
2032,1.13752452E14,372406.0,MAX86915 IR
2032,1.13752452E14,358370.0,MAX86915 RED
2033,1.13752469E14,372441.0,MAX86915 IR
2033,1.13752469E14,358373.0,MAX86915 RED
2034,1.13752477E14,372430.0,MAX86915 IR
2034,1.13752477E14,358336.0,MAX86915 RED
2035,1.13752486E14,372490.0,MAX86915 IR
2035,1.13752486E14,358375.0,MAX86915 RED
2036,1.13752494E14,372530.0,MAX86915 IR
2036,1.13752494E14,358438.0,MAX86915 RED
2037,1.13752502E14,372676.0,MAX86915 IR
2037,1.13752502E14,358490.0,MAX86915 RED
2038,1.13752519E14,372767.0,MAX86915 IR
2038,1.13752519E14,358504.0,MAX86915 RED
2039,1.13752528E14,372859.0,MAX86915 IR
2039,1.13752528E14,358575.0,MAX86915 RED
2040,1.13752536E14,373002.0,MAX86915 IR
2040,1.13752536E14,358608.0,MAX86915 RED
2041,1.13752544E14,373113.0,MAX86915 IR
2041,1.13752544E14,358738.0,MAX86915 RED
2042,1.13752553E14,373356.0,MAX86915 IR
2042,1.13752553E14,358912.0,MAX86915 RED
2043,1.1375257E14,373534.0,MAX86915 IR
2043,1.1375257E14,359060.0,MAX86915 RED
2044,1.13752578E14,373798.0,MAX86915 IR
2044,1.13752578E14,359201.0,MAX86915 RED
2045,1.13752586E14,373999.0,MAX86915 IR
2045,1.13752586E14,359341.0,MAX86915 RED
2046,1.13752595E14,374224.0,MAX86915 IR
2046,1.13752595E14,359468.0,MAX86915 RED
2047,1.13752603E14,374406.0,MAX86915 IR
2047,1.13752603E14,359580.0,MAX86915 RED
2048,1.1375262E14,374608.0,MAX86915 IR
2048,1.1375262E14,359731.0,MAX86915 RED
2049,1.13752628E14,374776.0,MAX86915 IR
2049,1.13752628E14,359794.0,MAX86915 RED
2050,1.13752637E14,374867.0,MAX86915 IR
2050,1.13752637E14,359923.0,MAX86915 RED
2051,1.13752645E14,374968.0,MAX86915 IR
2051,1.13752645E14,359924.0,MAX86915 RED
2052,1.13752653E14,375039.0,MAX86915 IR
2052,1.13752653E14,359958.0,MAX86915 RED
2053,1.1375267E14,375080.0,MAX86915 IR
2053,1.1375267E14,359986.0,MAX86915 RED
2054,1.13752679E14,375191.0,MAX86915 IR
2054,1.13752679E14,360047.0,MAX86915 RED
2055,1.13752687E14,375272.0,MAX86915 IR
2055,1.13752687E14,360060.0,MAX86915 RED
2056,1.13752695E14,375341.0,MAX86915 IR
2056,1.13752695E14,360109.0,MAX86915 RED
2057,1.13752704E14,375433.0,MAX86915 IR
2057,1.13752704E14,360121.0,MAX86915 RED
2058,1.13752712E14,375464.0,MAX86915 IR
2058,1.13752712E14,360170.0,MAX86915 RED
2059,1.13752729E14,375501.0,MAX86915 IR
2059,1.13752729E14,360180.0,MAX86915 RED
2060,1.13752737E14,375542.0,MAX86915 IR
2060,1.13752737E14,360189.0,MAX86915 RED
2061,1.13752746E14,375635.0,MAX86915 IR
2061,1.13752746E14,360264.0,MAX86915 RED
2062,1.13752754E14,375764.0,MAX86915 IR
2062,1.13752754E14,360361.0,MAX86915 RED
2063,1.13752762E14,375875.0,MAX86915 IR
2063,1.13752762E14,360432.0,MAX86915 RED
2064,1.13752771E14,376054.0,MAX86915 IR
2064,1.13752771E14,360580.0,MAX86915 RED
2065,1.13752788E14,376131.0,MAX86915 IR
2065,1.13752788E14,360622.0,MAX86915 RED
2066,1.13752796E14,376226.0,MAX86915 IR
2066,1.13752796E14,360685.0,MAX86915 RED
2067,1.13752804E14,376362.0,MAX86915 IR
2067,1.13752804E14,360743.0,MAX86915 RED
2068,1.13752813E14,376443.0,MAX86915 IR
2068,1.13752813E14,360848.0,MAX86915 RED
2069,1.13752821E14,376463.0,MAX86915 IR
2069,1.13752821E14,360833.0,MAX86915 RED
2070,1.13752838E14,376334.0,MAX86915 IR
2070,1.13752838E14,360750.0,MAX86915 RED
2071,1.13752846E14,376019.0,MAX86915 IR
2071,1.13752846E14,360559.0,MAX86915 RED
2072,1.13752855E14,375543.0,MAX86915 IR
2072,1.13752855E14,360283.0,MAX86915 RED
2073,1.13752863E14,374928.0,MAX86915 IR
2073,1.13752863E14,359999.0,MAX86915 RED
2074,1.13752872E14,374386.0,MAX86915 IR
2074,1.13752872E14,359692.0,MAX86915 RED
2075,1.13752888E14,373957.0,MAX86915 IR
2075,1.13752888E14,359477.0,MAX86915 RED
2076,1.13752897E14,373694.0,MAX86915 IR
2076,1.13752897E14,359356.0,MAX86915 RED
2077,1.13752905E14,373661.0,MAX86915 IR
2077,1.13752905E14,359399.0,MAX86915 RED
2078,1.13752913E14,373711.0,MAX86915 IR
2078,1.13752913E14,359513.0,MAX86915 RED
2079,1.13752922E14,373744.0,MAX86915 IR
2079,1.13752922E14,359571.0,MAX86915 RED
2080,1.13752939E14,373756.0,MAX86915 IR
2080,1.13752939E14,359497.0,MAX86915 RED
2081,1.13752947E14,373847.0,MAX86915 IR
2081,1.13752947E14,359655.0,MAX86915 RED
2082,1.13752955E14,374053.0,MAX86915 IR
2082,1.13752955E14,359795.0,MAX86915 RED
2083,1.13752964E14,374358.0,MAX86915 IR
2083,1.13752964E14,359919.0,MAX86915 RED
2084,1.13752972E14,374688.0,MAX86915 IR
2084,1.13752972E14,360112.0,MAX86915 RED
2085,1.13752989E14,375100.0,MAX86915 IR
2085,1.13752989E14,360330.0,MAX86915 RED
2086,1.13752997E14,375443.0,MAX86915 IR
2086,1.13752997E14,360523.0,MAX86915 RED
2087,1.13753006E14,375627.0,MAX86915 IR
2087,1.13753006E14,360588.0,MAX86915 RED
2088,1.13753014E14,375668.0,MAX86915 IR
2088,1.13753014E14,360591.0,MAX86915 RED
2089,1.13753023E14,375682.0,MAX86915 IR
2089,1.13753023E14,360660.0,MAX86915 RED
2090,1.13753031E14,375649.0,MAX86915 IR
2090,1.13753031E14,360720.0,MAX86915 RED
2091,1.13753048E14,375623.0,MAX86915 IR
2091,1.13753048E14,360738.0,MAX86915 RED
2092,1.13753056E14,375623.0,MAX86915 IR
2092,1.13753056E14,360752.0,MAX86915 RED
2093,1.13753064E14,375555.0,MAX86915 IR
2093,1.13753064E14,360678.0,MAX86915 RED
2094,1.13753073E14,375426.0,MAX86915 IR
2094,1.13753073E14,360625.0,MAX86915 RED
2095,1.13753081E14,375281.0,MAX86915 IR
2095,1.13753081E14,360543.0,MAX86915 RED
2096,1.13753098E14,375165.0,MAX86915 IR
2096,1.13753098E14,360461.0,MAX86915 RED
2097,1.13753106E14,375071.0,MAX86915 IR
2097,1.13753106E14,360390.0,MAX86915 RED
2098,1.13753115E14,375005.0,MAX86915 IR
2098,1.13753115E14,360381.0,MAX86915 RED
2099,1.13753123E14,374927.0,MAX86915 IR
2099,1.13753123E14,360295.0,MAX86915 RED
2100,1.13753132E14,374877.0,MAX86915 IR
2100,1.13753132E14,360253.0,MAX86915 RED
2101,1.13753148E14,374791.0,MAX86915 IR
2101,1.13753148E14,360185.0,MAX86915 RED
2102,1.13753157E14,374701.0,MAX86915 IR
2102,1.13753157E14,360144.0,MAX86915 RED
2103,1.13753165E14,374530.0,MAX86915 IR
2103,1.13753165E14,359999.0,MAX86915 RED
2104,1.13753174E14,374326.0,MAX86915 IR
2104,1.13753174E14,359846.0,MAX86915 RED
2105,1.13753182E14,374134.0,MAX86915 IR
2105,1.13753182E14,359785.0,MAX86915 RED
2106,1.1375319E14,373932.0,MAX86915 IR
2106,1.1375319E14,359642.0,MAX86915 RED
2107,1.13753207E14,373745.0,MAX86915 IR
2107,1.13753207E14,359524.0,MAX86915 RED
2108,1.13753215E14,373597.0,MAX86915 IR
2108,1.13753215E14,359454.0,MAX86915 RED
2109,1.13753224E14,373420.0,MAX86915 IR
2109,1.13753224E14,359348.0,MAX86915 RED
2110,1.13753232E14,373240.0,MAX86915 IR
2110,1.13753232E14,359256.0,MAX86915 RED
2111,1.13753241E14,373118.0,MAX86915 IR
2111,1.13753241E14,359185.0,MAX86915 RED
2112,1.13753257E14,373002.0,MAX86915 IR
2112,1.13753257E14,359075.0,MAX86915 RED
2113,1.13753266E14,372908.0,MAX86915 IR
2113,1.13753266E14,359021.0,MAX86915 RED
2114,1.13753274E14,372844.0,MAX86915 IR
2114,1.13753274E14,358965.0,MAX86915 RED
2115,1.13753283E14,372825.0,MAX86915 IR
2115,1.13753283E14,358970.0,MAX86915 RED
2116,1.13753291E14,372851.0,MAX86915 IR
2116,1.13753291E14,358986.0,MAX86915 RED
2117,1.13753308E14,372924.0,MAX86915 IR
2117,1.13753308E14,359022.0,MAX86915 RED
2118,1.13753316E14,372951.0,MAX86915 IR
2118,1.13753316E14,359072.0,MAX86915 RED
2119,1.13753325E14,372997.0,MAX86915 IR
2119,1.13753325E14,359074.0,MAX86915 RED
2120,1.13753333E14,373069.0,MAX86915 IR
2120,1.13753333E14,359137.0,MAX86915 RED
2121,1.13753341E14,373077.0,MAX86915 IR
2121,1.13753341E14,359140.0,MAX86915 RED
2122,1.13753358E14,373084.0,MAX86915 IR
2122,1.13753358E14,359137.0,MAX86915 RED
2123,1.13753366E14,373053.0,MAX86915 IR
2123,1.13753366E14,359084.0,MAX86915 RED
2124,1.13753375E14,373051.0,MAX86915 IR
2124,1.13753375E14,359142.0,MAX86915 RED
2125,1.13753383E14,373032.0,MAX86915 IR
2125,1.13753383E14,359072.0,MAX86915 RED
2126,1.13753392E14,372991.0,MAX86915 IR
2126,1.13753392E14,359039.0,MAX86915 RED
2127,1.137534E14,372934.0,MAX86915 IR
2127,1.137534E14,359029.0,MAX86915 RED
2128,1.13753417E14,372885.0,MAX86915 IR
2128,1.13753417E14,359024.0,MAX86915 RED
2129,1.13753425E14,372829.0,MAX86915 IR
2129,1.13753425E14,358957.0,MAX86915 RED
2130,1.13753434E14,372879.0,MAX86915 IR
2130,1.13753434E14,358949.0,MAX86915 RED
2131,1.13753442E14,372864.0,MAX86915 IR
2131,1.13753442E14,358947.0,MAX86915 RED
2132,1.1375345E14,372884.0,MAX86915 IR
2132,1.1375345E14,358994.0,MAX86915 RED
2133,1.13753467E14,372873.0,MAX86915 IR
2133,1.13753467E14,358992.0,MAX86915 RED
2134,1.13753476E14,372928.0,MAX86915 IR
2134,1.13753476E14,359014.0,MAX86915 RED
2135,1.13753484E14,372957.0,MAX86915 IR
2135,1.13753484E14,359028.0,MAX86915 RED
2136,1.13753492E14,372937.0,MAX86915 IR
2136,1.13753492E14,359027.0,MAX86915 RED
2137,1.13753501E14,372875.0,MAX86915 IR
2137,1.13753501E14,359001.0,MAX86915 RED
2138,1.13753517E14,372878.0,MAX86915 IR
2138,1.13753517E14,358972.0,MAX86915 RED
2139,1.13753526E14,372887.0,MAX86915 IR
2139,1.13753526E14,358937.0,MAX86915 RED
2140,1.13753534E14,372884.0,MAX86915 IR
2140,1.13753534E14,358954.0,MAX86915 RED
2141,1.13753543E14,372917.0,MAX86915 IR
2141,1.13753543E14,359000.0,MAX86915 RED
2142,1.13753551E14,373031.0,MAX86915 IR
2142,1.13753551E14,359108.0,MAX86915 RED
2143,1.13753559E14,373128.0,MAX86915 IR
2143,1.13753559E14,359116.0,MAX86915 RED
2144,1.13753576E14,373242.0,MAX86915 IR
2144,1.13753576E14,359179.0,MAX86915 RED
2145,1.13753585E14,373308.0,MAX86915 IR
2145,1.13753585E14,359195.0,MAX86915 RED
2146,1.13753593E14,373319.0,MAX86915 IR
2146,1.13753593E14,359199.0,MAX86915 RED
2147,1.13753601E14,373275.0,MAX86915 IR
2147,1.13753601E14,359184.0,MAX86915 RED
2148,1.1375361E14,373296.0,MAX86915 IR
2148,1.1375361E14,359161.0,MAX86915 RED
2149,1.13753627E14,373341.0,MAX86915 IR
2149,1.13753627E14,359207.0,MAX86915 RED
2150,1.13753635E14,373405.0,MAX86915 IR
2150,1.13753635E14,359237.0,MAX86915 RED
2151,1.13753643E14,373503.0,MAX86915 IR
2151,1.13753643E14,359302.0,MAX86915 RED
2152,1.13753652E14,373676.0,MAX86915 IR
2152,1.13753652E14,359381.0,MAX86915 RED
2153,1.1375366E14,373808.0,MAX86915 IR
2153,1.1375366E14,359427.0,MAX86915 RED
2154,1.13753677E14,373891.0,MAX86915 IR
2154,1.13753677E14,359521.0,MAX86915 RED
2155,1.13753685E14,373975.0,MAX86915 IR
2155,1.13753685E14,359546.0,MAX86915 RED
2156,1.13753694E14,374091.0,MAX86915 IR
2156,1.13753694E14,359564.0,MAX86915 RED
2157,1.13753702E14,374236.0,MAX86915 IR
2157,1.13753702E14,359657.0,MAX86915 RED
2158,1.1375371E14,374367.0,MAX86915 IR
2158,1.1375371E14,359813.0,MAX86915 RED
2159,1.13753727E14,374504.0,MAX86915 IR
2159,1.13753727E14,359822.0,MAX86915 RED
2160,1.13753736E14,374608.0,MAX86915 IR
2160,1.13753736E14,359873.0,MAX86915 RED
2161,1.13753744E14,374719.0,MAX86915 IR
2161,1.13753744E14,359944.0,MAX86915 RED
2162,1.13753752E14,374829.0,MAX86915 IR
2162,1.13753752E14,360009.0,MAX86915 RED
2163,1.13753761E14,374870.0,MAX86915 IR
2163,1.13753761E14,360064.0,MAX86915 RED
2164,1.13753769E14,374899.0,MAX86915 IR
2164,1.13753769E14,360037.0,MAX86915 RED
2165,1.13753786E14,374904.0,MAX86915 IR
2165,1.13753786E14,360003.0,MAX86915 RED
2166,1.13753794E14,374884.0,MAX86915 IR
2166,1.13753794E14,360009.0,MAX86915 RED
2167,1.13753803E14,374907.0,MAX86915 IR
2167,1.13753803E14,360024.0,MAX86915 RED
2168,1.13753811E14,374991.0,MAX86915 IR
2168,1.13753811E14,360058.0,MAX86915 RED
2169,1.13753819E14,375061.0,MAX86915 IR
2169,1.13753819E14,360127.0,MAX86915 RED
2170,1.13753836E14,375168.0,MAX86915 IR
2170,1.13753836E14,360162.0,MAX86915 RED
2171,1.13753845E14,375249.0,MAX86915 IR
2171,1.13753845E14,360194.0,MAX86915 RED
2172,1.13753853E14,375244.0,MAX86915 IR
2172,1.13753853E14,360198.0,MAX86915 RED
2173,1.13753861E14,375316.0,MAX86915 IR
2173,1.13753861E14,360228.0,MAX86915 RED
2174,1.1375387E14,375329.0,MAX86915 IR
2174,1.1375387E14,360281.0,MAX86915 RED
2175,1.13753887E14,375407.0,MAX86915 IR
2175,1.13753887E14,360352.0,MAX86915 RED
2176,1.13753895E14,375534.0,MAX86915 IR
2176,1.13753895E14,360410.0,MAX86915 RED
2177,1.13753903E14,375714.0,MAX86915 IR
2177,1.13753903E14,360530.0,MAX86915 RED
2178,1.13753912E14,375888.0,MAX86915 IR
2178,1.13753912E14,360614.0,MAX86915 RED
2179,1.1375392E14,375977.0,MAX86915 IR
2179,1.1375392E14,360675.0,MAX86915 RED
2180,1.13753937E14,376051.0,MAX86915 IR
2180,1.13753937E14,360685.0,MAX86915 RED
2181,1.13753945E14,376120.0,MAX86915 IR
2181,1.13753945E14,360710.0,MAX86915 RED
2182,1.13753954E14,376204.0,MAX86915 IR
2182,1.13753954E14,360784.0,MAX86915 RED
2183,1.13753962E14,376310.0,MAX86915 IR
2183,1.13753962E14,360828.0,MAX86915 RED
2184,1.1375397E14,376416.0,MAX86915 IR
2184,1.1375397E14,360921.0,MAX86915 RED
2185,1.13753979E14,376550.0,MAX86915 IR
2185,1.13753979E14,360938.0,MAX86915 RED
2186,1.13753996E14,376662.0,MAX86915 IR
2186,1.13753996E14,361026.0,MAX86915 RED
2187,1.13754004E14,376690.0,MAX86915 IR
2187,1.13754004E14,361045.0,MAX86915 RED
2188,1.13754012E14,376774.0,MAX86915 IR
2188,1.13754012E14,361106.0,MAX86915 RED
2189,1.13754021E14,376889.0,MAX86915 IR
2189,1.13754021E14,361169.0,MAX86915 RED
2190,1.13754029E14,377015.0,MAX86915 IR
2190,1.13754029E14,361266.0,MAX86915 RED
2191,1.13754046E14,377086.0,MAX86915 IR
2191,1.13754046E14,361209.0,MAX86915 RED
2192,1.13754054E14,377137.0,MAX86915 IR
2192,1.13754054E14,361317.0,MAX86915 RED
2193,1.13754063E14,377183.0,MAX86915 IR
2193,1.13754063E14,361346.0,MAX86915 RED
2194,1.13754071E14,377243.0,MAX86915 IR
2194,1.13754071E14,361391.0,MAX86915 RED
2195,1.13754079E14,377248.0,MAX86915 IR
2195,1.13754079E14,361352.0,MAX86915 RED
2196,1.13754096E14,377261.0,MAX86915 IR
2196,1.13754096E14,361352.0,MAX86915 RED
2197,1.13754105E14,377265.0,MAX86915 IR
2197,1.13754105E14,361381.0,MAX86915 RED
2198,1.13754113E14,377295.0,MAX86915 IR
2198,1.13754113E14,361383.0,MAX86915 RED
2199,1.13754121E14,377333.0,MAX86915 IR
2199,1.13754121E14,361467.0,MAX86915 RED
2200,1.1375413E14,377410.0,MAX86915 IR
2200,1.1375413E14,361467.0,MAX86915 RED
2201,1.13754147E14,377488.0,MAX86915 IR
2201,1.13754147E14,361484.0,MAX86915 RED
2202,1.13754155E14,377528.0,MAX86915 IR
2202,1.13754155E14,361525.0,MAX86915 RED
2203,1.13754163E14,377580.0,MAX86915 IR
2203,1.13754163E14,361552.0,MAX86915 RED
2204,1.13754172E14,377642.0,MAX86915 IR
2204,1.13754172E14,361522.0,MAX86915 RED
2205,1.1375418E14,377698.0,MAX86915 IR
2205,1.1375418E14,361600.0,MAX86915 RED
2206,1.13754197E14,377731.0,MAX86915 IR
2206,1.13754197E14,361626.0,MAX86915 RED
2207,1.13754205E14,377799.0,MAX86915 IR
2207,1.13754205E14,361627.0,MAX86915 RED
2208,1.13754214E14,377799.0,MAX86915 IR
2208,1.13754214E14,361674.0,MAX86915 RED
2209,1.13754222E14,377852.0,MAX86915 IR
2209,1.13754222E14,361705.0,MAX86915 RED
2210,1.1375423E14,377885.0,MAX86915 IR
2210,1.1375423E14,361764.0,MAX86915 RED
2211,1.13754239E14,377926.0,MAX86915 IR
2211,1.13754239E14,361762.0,MAX86915 RED
2212,1.13754256E14,377948.0,MAX86915 IR
2212,1.13754256E14,361729.0,MAX86915 RED
2213,1.13754264E14,377921.0,MAX86915 IR
2213,1.13754264E14,361750.0,MAX86915 RED
2214,1.13754272E14,377746.0,MAX86915 IR
2214,1.13754272E14,361616.0,MAX86915 RED
2215,1.13754281E14,377357.0,MAX86915 IR
2215,1.13754281E14,361363.0,MAX86915 RED
2216,1.13754289E14,376903.0,MAX86915 IR
2216,1.13754289E14,361132.0,MAX86915 RED
2217,1.13754306E14,376255.0,MAX86915 IR
2217,1.13754306E14,360773.0,MAX86915 RED
